0.1,0.1584,9
0.2,0.3249,18
0.3,0.4665,25
0.4,0.6009,31
0.5,0.7265,36
0.6,0.9163,42.5
0.7,0.9656,44
0.8,1.0000,45
0.9,1.0000,45
1.0,1.0000,45
